3,4,6.000000
4,3,6.000000
3,4,6.000000
4,3,6.000000
3,4,6.000000
4,3,6.000000
3,4,6.000000
4,3,6.000000
3,4,6.000000
4,3,6.000000
3,4,6.000000
4,3,6.000000
6,8,24.000000
8,6,24.000000
3,4,6.000000
4,3,6.000000
6,8,24.000000
8,6,24.000000
3,4,6.000000
4,3,6.000000
6,8,24.000000
8,6,24.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
8,6,24.000000
12,5,30.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
8,6,24.000000
12,5,30.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
8,6,24.000000
9,12,54.000000
12,5,30.000000
12,9,54.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
8,6,24.000000
9,12,54.000000
12,5,30.000000
12,9,54.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
12,5,30.000000
12,9,54.000000
15,8,60.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
12,5,30.000000
12,9,54.000000
15,8,60.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
12,5,30.000000
12,9,54.000000
15,8,60.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
15,8,60.000000
16,12,96.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
15,8,60.000000
16,12,96.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
15,8,60.000000
16,12,96.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
15,8,60.000000
16,12,96.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
15,8,60.000000
16,12,96.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
7,24,84.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
15,8,60.000000
15,20,150.000000
16,12,96.000000
20,15,150.000000
24,7,84.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
7,24,84.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
10,24,120.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
15,8,60.000000
15,20,150.000000
16,12,96.000000
20,15,150.000000
24,7,84.000000
24,10,120.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
7,24,84.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
10,24,120.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
15,8,60.000000
15,20,150.000000
16,12,96.000000
20,15,150.000000
24,7,84.000000
24,10,120.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
7,24,84.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
10,24,120.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
15,8,60.000000
15,20,150.000000
16,12,96.000000
20,15,150.000000
24,7,84.000000
24,10,120.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
7,24,84.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
10,24,120.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
15,8,60.000000
15,20,150.000000
16,12,96.000000
20,15,150.000000
20,21,210.000000
21,20,210.000000
24,7,84.000000
24,10,120.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
7,24,84.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
10,24,120.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
15,8,60.000000
15,20,150.000000
16,12,96.000000
18,24,216.000000
20,15,150.000000
20,21,210.000000
21,20,210.000000
24,7,84.000000
24,10,120.000000
24,18,216.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
7,24,84.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
10,24,120.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
15,8,60.000000
15,20,150.000000
16,12,96.000000
18,24,216.000000
20,15,150.000000
20,21,210.000000
21,20,210.000000
24,7,84.000000
24,10,120.000000
24,18,216.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
7,24,84.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
10,24,120.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
15,8,60.000000
15,20,150.000000
16,12,96.000000
18,24,216.000000
20,15,150.000000
20,21,210.000000
21,20,210.000000
24,7,84.000000
24,10,120.000000
24,18,216.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
7,24,84.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
10,24,120.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
15,8,60.000000
15,20,150.000000
16,12,96.000000
18,24,216.000000
20,15,150.000000
20,21,210.000000
21,20,210.000000
24,7,84.000000
24,10,120.000000
24,18,216.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
7,24,84.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
10,24,120.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
15,8,60.000000
15,20,150.000000
16,12,96.000000
16,30,240.000000
18,24,216.000000
20,15,150.000000
20,21,210.000000
21,20,210.000000
24,7,84.000000
24,10,120.000000
24,18,216.000000
30,16,240.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
7,24,84.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
10,24,120.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
15,8,60.000000
15,20,150.000000
16,12,96.000000
16,30,240.000000
18,24,216.000000
20,15,150.000000
20,21,210.000000
21,20,210.000000
21,28,294.000000
24,7,84.000000
24,10,120.000000
24,18,216.000000
28,21,294.000000
30,16,240.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
7,24,84.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
10,24,120.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
15,8,60.000000
15,20,150.000000
16,12,96.000000
16,30,240.000000
18,24,216.000000
20,15,150.000000
20,21,210.000000
21,20,210.000000
21,28,294.000000
24,7,84.000000
24,10,120.000000
24,18,216.000000
28,21,294.000000
30,16,240.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
7,24,84.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
10,24,120.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
12,35,210.000000
15,8,60.000000
15,20,150.000000
16,12,96.000000
16,30,240.000000
18,24,216.000000
20,15,150.000000
20,21,210.000000
21,20,210.000000
21,28,294.000000
24,7,84.000000
24,10,120.000000
24,18,216.000000
28,21,294.000000
30,16,240.000000
35,12,210.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
7,24,84.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
10,24,120.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
12,35,210.000000
15,8,60.000000
15,20,150.000000
16,12,96.000000
16,30,240.000000
18,24,216.000000
20,15,150.000000
20,21,210.000000
21,20,210.000000
21,28,294.000000
24,7,84.000000
24,10,120.000000
24,18,216.000000
28,21,294.000000
30,16,240.000000
35,12,210.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
7,24,84.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
10,24,120.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
12,35,210.000000
15,8,60.000000
15,20,150.000000
15,36,270.000000
16,12,96.000000
16,30,240.000000
18,24,216.000000
20,15,150.000000
20,21,210.000000
21,20,210.000000
21,28,294.000000
24,7,84.000000
24,10,120.000000
24,18,216.000000
28,21,294.000000
30,16,240.000000
35,12,210.000000
36,15,270.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
7,24,84.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
10,24,120.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
12,35,210.000000
15,8,60.000000
15,20,150.000000
15,36,270.000000
16,12,96.000000
16,30,240.000000
18,24,216.000000
20,15,150.000000
20,21,210.000000
21,20,210.000000
21,28,294.000000
24,7,84.000000
24,10,120.000000
24,18,216.000000
24,32,384.000000
28,21,294.000000
30,16,240.000000
32,24,384.000000
35,12,210.000000
36,15,270.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
7,24,84.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
9,40,180.000000
10,24,120.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
12,35,210.000000
15,8,60.000000
15,20,150.000000
15,36,270.000000
16,12,96.000000
16,30,240.000000
18,24,216.000000
20,15,150.000000
20,21,210.000000
21,20,210.000000
21,28,294.000000
24,7,84.000000
24,10,120.000000
24,18,216.000000
24,32,384.000000
28,21,294.000000
30,16,240.000000
32,24,384.000000
35,12,210.000000
36,15,270.000000
40,9,180.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
7,24,84.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
9,40,180.000000
10,24,120.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
12,35,210.000000
15,8,60.000000
15,20,150.000000
15,36,270.000000
16,12,96.000000
16,30,240.000000
18,24,216.000000
20,15,150.000000
20,21,210.000000
21,20,210.000000
21,28,294.000000
24,7,84.000000
24,10,120.000000
24,18,216.000000
24,32,384.000000
28,21,294.000000
30,16,240.000000
32,24,384.000000
35,12,210.000000
36,15,270.000000
40,9,180.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
7,24,84.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
9,40,180.000000
10,24,120.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
12,35,210.000000
15,8,60.000000
15,20,150.000000
15,36,270.000000
16,12,96.000000
16,30,240.000000
18,24,216.000000
20,15,150.000000
20,21,210.000000
21,20,210.000000
21,28,294.000000
24,7,84.000000
24,10,120.000000
24,18,216.000000
24,32,384.000000
28,21,294.000000
30,16,240.000000
32,24,384.000000
35,12,210.000000
36,15,270.000000
40,9,180.000000
3,4,6.000000
4,3,6.000000
5,12,30.000000
6,8,24.000000
7,24,84.000000
8,6,24.000000
8,15,60.000000
9,12,54.000000
9,40,180.000000
10,24,120.000000
12,5,30.000000
12,9,54.000000
12,16,96.000000
12,35,210.000000
15,8,60.000000
15,20,150.000000
15,36,270.000000
16,12,96.000000
16,30,240.000000
18,24,216.000000
20,15,150.000000
20,21,210.000000
21,20,210.000000
21,28,294.000000
24,7,84.000000
24,10,120.000000
24,18,216.000000
24,32,384.000000
28,21,294.000000
30,16,240.000000
32,24,384.000000
35,12,210.000000
36,15,270.000000
